material,cfg_file_original,cfg_file_mapped,cfg_path_original,cfg_path_mapped,T_cfg,Tmin_logtau,Tmax_logtau,logtau,logtau_source,relax_file,mapped_file_exists,atom_cache_path
Zr50Cu40Al10,dumpZrCuAl.cooldown_774.cfg,Zr50Cu40Al10_774.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_774.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_774.0K.cfg,774.0,618.16667,984.83333,-4.883695,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0045.npy
Zr50Cu40Al10,dumpZrCuAl.cooldown_787.cfg,Zr50Cu40Al10_787.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_787.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_787.0K.cfg,787.0,618.16667,984.83333,-5.708111939916121,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0046.npy
Zr50Cu40Al10,dumpZrCuAl.cooldown_801.cfg,Zr50Cu40Al10_801.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_801.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_801.0K.cfg,801.0,618.16667,984.83333,-6.506514054071891,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0047.npy
Zr50Cu40Al10,dumpZrCuAl.cooldown_808.cfg,Zr50Cu40Al10_808.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_808.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_808.0K.cfg,808.0,618.16667,984.83333,-6.873891846496309,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0048.npy
Zr50Cu40Al10,dumpZrCuAl.cooldown_830.cfg,Zr50Cu40Al10_830.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_830.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_830.0K.cfg,830.0,618.16667,984.83333,-7.90887412895174,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0049.npy
Zr50Cu40Al10,dumpZrCuAl.cooldown_831.cfg,Zr50Cu40Al10_831.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_831.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_831.0K.cfg,831.0,618.16667,984.83333,-7.951858042983913,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0050.npy
Zr50Cu40Al10,dumpZrCuAl.cooldown_845.cfg,Zr50Cu40Al10_845.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_845.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_845.0K.cfg,845.0,618.16667,984.83333,-8.520912114695768,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0051.npy
Zr50Cu40Al10,dumpZrCuAl.cooldown_862.cfg,Zr50Cu40Al10_862.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_862.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_862.0K.cfg,862.0,618.16667,984.83333,-9.130056966946068,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0052.npy
Zr50Cu40Al10,dumpZrCuAl.cooldown_867.cfg,Zr50Cu40Al10_867.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_867.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_867.0K.cfg,867.0,618.16667,984.83333,-9.291860968578062,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0053.npy
Zr50Cu40Al10,dumpZrCuAl.cooldown_879.cfg,Zr50Cu40Al10_879.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_879.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_879.0K.cfg,879.0,618.16667,984.83333,-9.645735,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0054.npy
Zr50Cu40Al10,dumpZrCuAl.cooldown_898.cfg,Zr50Cu40Al10_898.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_898.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_898.0K.cfg,898.0,618.16667,984.83333,-10.098986938386124,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0055.npy
Zr50Cu40Al10,dumpZrCuAl.cooldown_906.cfg,Zr50Cu40Al10_906.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_906.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_906.0K.cfg,906.0,618.16667,984.83333,-10.249624017531964,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0056.npy
Zr50Cu40Al10,dumpZrCuAl.cooldown_912.cfg,Zr50Cu40Al10_912.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_912.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_912.0K.cfg,912.0,618.16667,984.83333,-10.348061984676033,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0057.npy
Zr50Cu40Al10,dumpZrCuAl.cooldown_929.cfg,Zr50Cu40Al10_929.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_929.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_929.0K.cfg,929.0,618.16667,984.83333,-10.56922,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0058.npy
Zr50Cu40Al10,dumpZrCuAl.cooldown_944.cfg,Zr50Cu40Al10_944.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_944.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_944.0K.cfg,944.0,618.16667,984.83333,-10.71151,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0059.npy
Zr50Cu40Al10,dumpZrCuAl.cooldown_953.cfg,Zr50Cu40Al10_953.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_953.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_953.0K.cfg,953.0,618.16667,984.83333,-10.781074978130045,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0060.npy
Zr50Cu40Al10,dumpZrCuAl.cooldown_964.cfg,Zr50Cu40Al10_964.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_964.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_964.0K.cfg,964.0,618.16667,984.83333,-10.85508,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0061.npy
Zr50Cu40Al10,dumpZrCuAl.cooldown_973.cfg,Zr50Cu40Al10_973.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_973.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_973.0K.cfg,973.0,618.16667,984.83333,-10.909155982648034,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0062.npy
Zr50Cu40Al10,dumpZrCuAl.cooldown_978.cfg,Zr50Cu40Al10_978.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr50Cu40Al10\dumpZrCuAl.cooldown_978.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr50Cu40Al10\Zr50Cu40Al10_978.0K.cfg,978.0,618.16667,984.83333,-10.937266983386031,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr50Cu40Al10_Tg_699K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0063.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_608.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_608.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_608.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_608.0K.cfg,608.0,594.16667,960.83333,13.129129221081556,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0064.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_614.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_614.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_614.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_614.0K.cfg,614.0,594.16667,960.83333,11.825467641464709,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0065.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_631.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_631.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_631.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_631.0K.cfg,631.0,594.16667,960.83333,8.59429145931709,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0066.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_652.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_652.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_652.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_652.0K.cfg,652.0,594.16667,960.83333,5.107508850582301,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0067.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_658.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_658.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_658.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_658.0K.cfg,658.0,594.16667,960.83333,4.235799141341715,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0068.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_666.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_666.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_666.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_666.0K.cfg,666.0,594.16667,960.83333,3.138672607114791,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0069.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_678.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_678.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_678.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_678.0K.cfg,678.0,594.16667,960.83333,1.6284371183857616,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0070.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_680.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_680.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_680.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_680.0K.cfg,680.0,594.16667,960.83333,1.392105,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0071.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_696.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_696.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_696.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_696.0K.cfg,696.0,594.16667,960.83333,-0.372578306863382,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0072.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_718.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_718.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_718.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_718.0K.cfg,718.0,594.16667,960.83333,-2.4462809138581734,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0073.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_723.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_723.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_723.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_723.0K.cfg,723.0,594.16667,960.83333,-2.873934917050167,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0074.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_740.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_740.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_740.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_740.0K.cfg,740.0,594.16667,960.83333,-4.194145,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0075.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_743.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_743.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_743.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_743.0K.cfg,743.0,594.16667,960.83333,-4.403055929608142,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0076.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_753.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_753.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_753.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_753.0K.cfg,753.0,594.16667,960.83333,-5.081477934984131,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0077.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_759.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_759.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_759.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_759.0K.cfg,759.0,594.16667,960.83333,-5.463544812530378,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0078.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_769.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_769.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_769.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_769.0K.cfg,769.0,594.16667,960.83333,-6.061114826930349,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0079.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_778.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_778.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_778.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_778.0K.cfg,778.0,594.16667,960.83333,-6.560255946588107,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0080.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_799.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_799.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_799.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_799.0K.cfg,799.0,594.16667,960.83333,-7.598353863092275,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0081.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_811.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_811.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_811.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_811.0K.cfg,811.0,594.16667,960.83333,-8.12076612412775,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0082.npy
Zr52.5Cu17.9Al10Ni14.6Ti5,dumpZrCuNiAlTi.cooldown_818.cfg,Zr52p5Cu17p9Al10Ni14p6Ti5_818.0K.cfg,C:\Users\Admin\Downloads\cfg data\cfg_files_Zr52.5Cu17.9Al10Ni14.6Ti5\dumpZrCuNiAlTi.cooldown_818.cfg,C:\Users\Admin\Downloads\cfg data\mapped_cfg_and_metadata\mapped_cfg_Zr52.5Cu17.9Al10Ni14.6Ti5\Zr52p5Cu17p9Al10Ni14p6Ti5_818.0K.cfg,818.0,594.16667,960.83333,-8.404083960712079,interpolated,C:\Users\Admin\Downloads\cfg data\relaxation_time_Zr52.5Cu17.9Al10Ni14.6Ti5_Tg_675K.csv,True,C:\Users\Admin\Downloads\cfg data\nn_output\atom_cache\sample_0083.npy
